id,name,location_area
11,metapod,johto-route-31-area
11,metapod,ilex-forest-area
11,metapod,johto-route-34-area
11,metapod,johto-route-35-area
11,metapod,national-park-area
11,metapod,johto-route-36-area
11,metapod,johto-route-37-area
11,metapod,johto-route-38-area
11,metapod,johto-route-39-area
11,metapod,lake-of-rage-area
11,metapod,kanto-route-26-area
11,metapod,kanto-route-27-area
11,metapod,kanto-route-2-south-towards-viridian-city
11,metapod,kanto-route-24-area
11,metapod,kanto-route-25-area
11,metapod,kanto-route-2-north-towards-pewter-city
11,metapod,viridian-forest-area
11,metapod,pattern-bush-area
11,metapod,unova-route-12-area
11,metapod,santalune-forest-area
11,metapod,azalea-town-area
11,metapod,alola-route-1-south
11,metapod,alola-route-1-west
11,metapod,alola-route-5-area
11,metapod,lush-jungle-north
11,metapod,lush-jungle-south
11,metapod,lush-jungle-west
11,metapod,melemele-meadow-area
12,butterfree,ilex-forest-area
12,butterfree,johto-route-34-area
12,butterfree,johto-route-35-area
12,butterfree,johto-route-36-area
12,butterfree,johto-route-37-area
12,butterfree,johto-route-38-area
12,butterfree,johto-route-39-area
12,butterfree,lake-of-rage-area
12,butterfree,kanto-route-26-area
12,butterfree,kanto-route-27-area
12,butterfree,kanto-route-2-south-towards-viridian-city
12,butterfree,kanto-route-24-area
12,butterfree,kanto-route-25-area
12,butterfree,kanto-route-2-north-towards-pewter-city
12,butterfree,viridian-forest-area
12,butterfree,unova-route-12-area
12,butterfree,azalea-town-area
12,butterfree,alola-route-5-area
12,butterfree,lush-jungle-north
12,butterfree,lush-jungle-south
12,butterfree,lush-jungle-west
12,butterfree,melemele-meadow-area
13,weedle,eterna-forest-area
13,weedle,sinnoh-route-204-south-towards-jubilife-city
13,weedle,sinnoh-route-204-north-towards-floaroma-town
13,weedle,johto-route-30-area
13,weedle,johto-route-31-area
13,weedle,ilex-forest-area
13,weedle,johto-route-34-area
13,weedle,johto-route-35-area
13,weedle,national-park-area
13,weedle,unknown-all-bugs-area
13,weedle,johto-route-36-area
13,weedle,johto-route-37-area
13,weedle,johto-route-38-area
13,weedle,johto-route-39-area
13,weedle,lake-of-rage-area
13,weedle,kanto-route-26-area
13,weedle,kanto-route-27-area
13,weedle,kanto-route-2-south-towards-viridian-city
13,weedle,kanto-route-24-area
13,weedle,kanto-route-25-area
13,weedle,kanto-route-2-north-towards-pewter-city
13,weedle,viridian-forest-area
13,weedle,pattern-bush-area
13,weedle,kalos-route-2-area
13,weedle,santalune-forest-area
13,weedle,azalea-town-area
14,kakuna,eterna-forest-area
14,kakuna,johto-route-30-area
14,kakuna,johto-route-31-area
14,kakuna,ilex-forest-area
14,kakuna,johto-route-34-area
14,kakuna,johto-route-35-area
14,kakuna,national-park-area
14,kakuna,johto-route-36-area
14,kakuna,johto-route-37-area
14,kakuna,johto-route-38-area
14,kakuna,johto-route-39-area
14,kakuna,lake-of-rage-area
14,kakuna,kanto-route-26-area
14,kakuna,kanto-route-27-area
14,kakuna,kanto-route-2-south-towards-viridian-city
14,kakuna,kanto-route-24-area
14,kakuna,kanto-route-25-area
14,kakuna,kanto-route-2-north-towards-pewter-city
14,kakuna,viridian-forest-area
14,kakuna,pattern-bush-area
14,kakuna,unova-route-12-area
14,kakuna,santalune-forest-area
14,kakuna,azalea-town-area
15,beedrill,ilex-forest-area
15,beedrill,johto-route-34-area
15,beedrill,johto-route-35-area
15,beedrill,johto-route-36-area
15,beedrill,johto-route-37-area
15,beedrill,johto-route-38-area
15,beedrill,johto-route-39-area
15,beedrill,lake-of-rage-area
15,beedrill,kanto-route-26-area
15,beedrill,kanto-route-27-area
15,beedrill,kanto-route-2-south-towards-viridian-city
15,beedrill,kanto-route-2-north-towards-pewter-city
15,beedrill,viridian-forest-area
15,beedrill,unova-route-12-area
15,beedrill,azalea-town-area
15,beedrill,alola-route-4-area
16,pidgey,sinnoh-route-229-area
16,pidgey,johto-route-29-area
16,pidgey,johto-route-30-area
16,pidgey,johto-route-31-area
16,pidgey,johto-route-32-area
16,pidgey,ilex-forest-area
16,pidgey,johto-route-34-area
16,pidgey,johto-route-35-area
16,pidgey,national-park-area
16,pidgey,johto-route-36-area
16,pidgey,johto-route-37-area
16,pidgey,kanto-route-12-area
16,pidgey,kanto-route-1-area
16,pidgey,kanto-route-2-south-towards-viridian-city
16,pidgey,kanto-route-3-area
16,pidgey,kanto-route-5-area
16,pidgey,kanto-route-6-area
16,pidgey,kanto-route-7-area
16,pidgey,kanto-route-8-area
16,pidgey,kanto-route-11-area
16,pidgey,kanto-route-13-area
16,pidgey,kanto-route-14-area
16,pidgey,kanto-route-15-area
16,pidgey,kanto-sea-route-21-area
16,pidgey,kanto-route-24-area
16,pidgey,kanto-route-25-area
16,pidgey,kanto-route-2-north-towards-pewter-city
16,pidgey,viridian-forest-area
16,pidgey,berry-forest-area
16,pidgey,bond-bridge-area
16,pidgey,five-isle-meadow-area
16,pidgey,kalos-route-2-area
16,pidgey,kalos-route-3-area
16,pidgey,johto-safari-zone-zone-forest
17,pidgeotto,johto-route-37-area
17,pidgeotto,johto-route-38-area
17,pidgeotto,johto-route-39-area
17,pidgeotto,johto-route-43-area
17,pidgeotto,kanto-route-12-area
17,pidgeotto,kanto-route-2-south-towards-viridian-city
17,pidgeotto,kanto-route-5-area
17,pidgeotto,kanto-route-6-area
17,pidgeotto,kanto-route-7-area
17,pidgeotto,kanto-route-8-area
17,pidgeotto,kanto-route-11-area
17,pidgeotto,kanto-route-13-area
17,pidgeotto,kanto-route-14-area
17,pidgeotto,kanto-route-15-area
17,pidgeotto,kanto-sea-route-21-area
17,pidgeotto,kanto-route-24-area
17,pidgeotto,kanto-route-25-area
17,pidgeotto,kanto-route-2-north-towards-pewter-city
17,pidgeotto,viridian-forest-area
17,pidgeotto,berry-forest-area
17,pidgeotto,bond-bridge-area
17,pidgeotto,five-isle-meadow-area
17,pidgeotto,johto-safari-zone-zone-plains
17,pidgeotto,johto-safari-zone-zone-mountain
18,pidgeot,alola-route-10-area
19,rattata,sinnoh-route-225-area
19,rattata,sinnoh-sea-route-226-area
19,rattata,johto-route-29-area
19,rattata,johto-route-30-area
19,rattata,johto-route-31-area
19,rattata,sprout-tower-2f
19,rattata,sprout-tower-3f
19,rattata,johto-route-32-area
19,rattata,union-cave-1f
19,rattata,union-cave-b1f
19,rattata,union-cave-b2f
19,rattata,johto-route-33-area
19,rattata,johto-route-34-area
19,rattata,burned-tower-1f
19,rattata,burned-tower-b1f
19,rattata,bell-tower-2f
19,rattata,bell-tower-3f
19,rattata,bell-tower-4f
19,rattata,bell-tower-5f
19,rattata,bell-tower-6f
19,rattata,bell-tower-7f
19,rattata,bell-tower-8f
19,rattata,bell-tower-9f
19,rattata,johto-route-38-area
19,rattata,johto-route-39-area
19,rattata,johto-route-42-area
19,rattata,mt-mortar-1f
19,rattata,mt-mortar-lower-cave
19,rattata,mt-mortar-b1f
19,rattata,johto-route-46-area
19,rattata,bell-tower-10f
19,rattata,unknown-all-rattata-area
19,rattata,kanto-route-1-area
19,rattata,kanto-route-2-south-towards-viridian-city
19,rattata,kanto-route-3-area
19,rattata,kanto-route-4-area
19,rattata,kanto-route-5-area
19,rattata,kanto-route-6-area
19,rattata,kanto-route-7-area
19,rattata,kanto-route-8-area
19,rattata,kanto-route-9-area
19,rattata,kanto-route-10-area
19,rattata,kanto-route-11-area
19,rattata,kanto-route-16-area
19,rattata,kanto-route-17-area
19,rattata,kanto-route-18-area
19,rattata,kanto-sea-route-21-area
19,rattata,kanto-route-22-area
19,rattata,tohjo-falls-area
19,rattata,pokemon-mansion-1f
19,rattata,pokemon-mansion-2f
19,rattata,pokemon-mansion-3f
19,rattata,pokemon-mansion-b1f
19,rattata,castelia-city-area
19,rattata,castelia-sewers-area
19,rattata,castelia-sewers-unknown-area-38
19,rattata,relic-passage-castelia-sewers-entrance
19,rattata,alola-route-1-south
20,raticate,sinnoh-route-225-area
20,raticate,sinnoh-sea-route-226-area
20,raticate,union-cave-b2f
20,raticate,burned-tower-1f
20,raticate,johto-route-38-area
20,raticate,johto-route-39-area
20,raticate,johto-route-42-area
20,raticate,mt-mortar-1f
20,raticate,mt-mortar-lower-cave
20,raticate,mt-mortar-upper-cave
20,raticate,mt-mortar-b1f
20,raticate,johto-route-43-area
20,raticate,johto-route-47-area
20,raticate,kanto-route-26-area
20,raticate,kanto-route-27-area
20,raticate,kanto-route-1-area
20,raticate,kanto-route-3-area
20,raticate,kanto-route-4-area
20,raticate,kanto-route-6-area
20,raticate,kanto-route-7-area
20,raticate,kanto-route-9-area
20,raticate,kanto-route-10-area
20,raticate,kanto-route-11-area
20,raticate,kanto-route-16-area
20,raticate,kanto-route-17-area
20,raticate,kanto-route-18-area
20,raticate,kanto-sea-route-21-area
20,raticate,tohjo-falls-area
20,raticate,pokemon-mansion-1f
20,raticate,pokemon-mansion-2f
20,raticate,pokemon-mansion-3f
20,raticate,pokemon-mansion-b1f
20,raticate,dreamyard-area
20,raticate,dreamyard-b1f
20,raticate,strange-house-1f
20,raticate,strange-house-b1f
20,raticate,relic-passage-relic-castle-entrance
20,raticate,johto-safari-zone-zone-plains
20,raticate,johto-safari-zone-zone-mountain
20,raticate,heahea-beach-area
21,spearow,sinnoh-route-225-area
21,spearow,sinnoh-sea-route-226-area
21,spearow,johto-route-29-area
21,spearow,johto-route-30-area
21,spearow,johto-route-31-area
21,spearow,johto-route-32-area
21,spearow,johto-route-33-area
21,spearow,johto-route-42-area
21,spearow,johto-route-43-area
21,spearow,johto-route-44-area
21,spearow,johto-route-45-area
21,spearow,johto-route-46-area
21,spearow,johto-route-47-area
21,spearow,kanto-route-3-area
21,spearow,kanto-route-4-area
21,spearow,kanto-route-7-area
21,spearow,kanto-route-9-area
21,spearow,kanto-route-10-area
21,spearow,kanto-route-11-area
21,spearow,kanto-route-16-area
21,spearow,kanto-route-17-area
21,spearow,kanto-route-18-area
21,spearow,kanto-route-22-area
21,spearow,kanto-route-23-area
21,spearow,mt-ember-area
21,spearow,kindle-road-area
21,spearow,treasure-beach-area
21,spearow,cape-brink-area
21,spearow,water-path-area
21,spearow,ruin-valley-area
21,spearow,canyon-entrance-area
21,spearow,goldenrod-city-north-gate
21,spearow,azalea-town-area
21,spearow,johto-safari-zone-zone-wetland
21,spearow,alola-route-2-north
21,spearow,alola-route-3-north
21,spearow,alola-route-3-south
21,spearow,poke-pelago-poni-island-reached
21,spearow,poke-pelago-ulaula-island-reached
21,spearow,poke-pelago-elite-four-defeated
22,fearow,stark-mountain-area
22,fearow,sinnoh-route-225-area
22,fearow,sinnoh-route-227-area
22,fearow,sinnoh-sea-route-226-area
22,fearow,johto-route-42-area
22,fearow,johto-route-47-area
22,fearow,johto-route-48-area
22,fearow,kanto-route-9-area
22,fearow,kanto-route-10-area
22,fearow,kanto-route-16-area
22,fearow,kanto-route-17-area
22,fearow,kanto-route-18-area
22,fearow,kanto-route-22-area
22,fearow,kanto-route-23-area
22,fearow,mt-ember-area
22,fearow,kindle-road-area
22,fearow,treasure-beach-area
22,fearow,cape-brink-area
22,fearow,water-path-area
22,fearow,ruin-valley-area
22,fearow,canyon-entrance-area
22,fearow,sevault-canyon-area
22,fearow,unova-route-15-area
22,fearow,johto-safari-zone-zone-desert
22,fearow,johto-safari-zone-zone-wasteland
22,fearow,alola-route-10-area
22,fearow,alola-route-17-northeast
22,fearow,alola-route-17-west
22,fearow,mount-hokulani-main
22,fearow,mount-hokulani-west
22,fearow,poni-plains-north
22,fearow,poni-plains-west
23,ekans,sinnoh-route-212-east-towards-pastoria-city
23,ekans,johto-route-32-area
23,ekans,johto-route-33-area
23,ekans,johto-route-42-area
23,ekans,kanto-route-26-area
23,ekans,kanto-route-27-area
23,ekans,kanto-route-3-area
23,ekans,kanto-route-4-area
23,ekans,kanto-route-8-area
23,ekans,kanto-route-9-area
23,ekans,kanto-route-10-area
23,ekans,kanto-route-11-area
23,ekans,kanto-route-23-area
23,ekans,azalea-town-area
23,ekans,johto-safari-zone-zone-marshland
23,ekans,alola-route-2-north
23,ekans,alola-route-2-south
24,arbok,great-marsh-area-1
24,arbok,great-marsh-area-2
24,arbok,great-marsh-area-3
24,arbok,great-marsh-area-4
24,arbok,great-marsh-area-5
24,arbok,great-marsh-area-6
24,arbok,johto-route-42-area
24,arbok,mt-silver-outside
24,arbok,kanto-route-26-area
24,arbok,kanto-route-27-area
24,arbok,kanto-route-28-area
24,arbok,kanto-route-3-area
24,arbok,kanto-route-4-area
24,arbok,cerulean-cave-1f
24,arbok,cerulean-cave-b1f
24,arbok,kanto-route-23-area
24,arbok,kanto-victory-road-2-1f
24,arbok,kanto-victory-road-2-2f
24,arbok,kanto-victory-road-2-3f
24,arbok,johto-safari-zone-zone-marshland
24,arbok,alola-route-8-main
25,pikachu,trophy-garden-area
25,pikachu,pallet-town-area
25,pikachu,kanto-route-2-south-towards-viridian-city
25,pikachu,viridian-forest-area
25,pikachu,power-plant-area
25,pikachu,hoenn-safari-zone-sw
25,pikachu,hoenn-safari-zone-se
25,pikachu,kalos-route-3-area
25,pikachu,santalune-forest-area
25,pikachu,slateport-city-contest-hall
25,pikachu,verdanturf-town-contest-hall
25,pikachu,fallarbor-town-contest-hall
25,pikachu,lilycove-city-contest-hall
25,pikachu,alola-route-1-east
25,pikachu,alola-route-1-west
25,pikachu,hauoli-city-shopping-district
25,pikachu,heahea-city-surf-association
26,raichu,cerulean-cave-1f
26,raichu,cerulean-cave-b1f
26,raichu,power-plant-area
27,sandshrew,wayward-cave-1f
27,sandshrew,wayward-cave-b1f
27,sandshrew,union-cave-1f
27,sandshrew,union-cave-b1f
27,sandshrew,mt-moon-1f
27,sandshrew,mt-moon-2f
27,sandshrew,kanto-route-3-area
27,sandshrew,kanto-route-4-area
27,sandshrew,kanto-route-8-area
27,sandshrew,kanto-route-9-area
27,sandshrew,kanto-route-10-area
27,sandshrew,kanto-route-11-area
27,sandshrew,kanto-route-23-area
27,sandshrew,hoenn-route-111-area
27,sandshrew,hoenn-route-113-area
27,sandshrew,mirage-tower-area
27,sandshrew,desert-resort-entrance
27,sandshrew,desert-resort-area
27,sandshrew,relic-castle-a
27,sandshrew,johto-safari-zone-zone-desert
28,sandslash,sinnoh-route-228-area
28,sandslash,kanto-route-26-area
28,sandslash,kanto-route-27-area
28,sandslash,mt-moon-1f
28,sandslash,mt-moon-2f
28,sandslash,kanto-victory-road-1-1f
28,sandslash,kanto-victory-road-1-2f
28,sandslash,kanto-victory-road-1-3f
28,sandslash,cerulean-cave-1f
28,sandslash,cerulean-cave-2f
28,sandslash,cerulean-cave-b1f
28,sandslash,kanto-route-23-area
28,sandslash,kanto-victory-road-2-1f
28,sandslash,kanto-victory-road-2-2f
28,sandslash,kanto-victory-road-2-3f
28,sandslash,relic-castle-c
28,sandslash,unova-route-15-area
28,sandslash,kalos-route-18-area
28,sandslash,terminus-cave-unknown-area-343
28,sandslash,terminus-cave-unknown-area-344
28,sandslash,terminus-cave-unknown-area-345
28,sandslash,terminus-cave-unknown-area-347
28,sandslash,terminus-cave-unknown-area-348
28,sandslash,johto-safari-zone-zone-desert
29,nidoran-f,sinnoh-route-201-area
29,nidoran-f,johto-route-35-area
29,nidoran-f,national-park-area
29,nidoran-f,johto-route-36-area
29,nidoran-f,kanto-route-2-south-towards-viridian-city
29,nidoran-f,kanto-route-3-area
29,nidoran-f,kanto-route-9-area
29,nidoran-f,kanto-route-10-area
29,nidoran-f,kanto-route-22-area
29,nidoran-f,kanto-safari-zone-middle
29,nidoran-f,kanto-safari-zone-area-1-east
29,nidoran-f,kanto-safari-zone-area-2-north
29,nidoran-f,kanto-safari-zone-area-3-west
29,nidoran-f,johto-safari-zone-zone-savannah
30,nidorina,valor-lakefront-area
30,nidorina,sinnoh-route-221-area
30,nidorina,kanto-route-9-area
30,nidorina,kanto-route-13-area
30,nidorina,kanto-route-14-area
30,nidorina,kanto-route-15-area
30,nidorina,kanto-route-23-area
30,nidorina,kanto-safari-zone-middle
30,nidorina,kanto-safari-zone-area-1-east
30,nidorina,kanto-safari-zone-area-2-north
30,nidorina,kanto-safari-zone-area-3-west
30,nidorina,kalos-route-11-area
30,nidorina,johto-safari-zone-zone-savannah
31,nidoqueen,Desconhecido
32,nidoran-m,sinnoh-route-201-area
32,nidoran-m,johto-route-35-area
32,nidoran-m,national-park-area
32,nidoran-m,johto-route-36-area
32,nidoran-m,kanto-route-2-south-towards-viridian-city
32,nidoran-m,kanto-route-3-area
32,nidoran-m,kanto-route-9-area
32,nidoran-m,kanto-route-10-area
32,nidoran-m,kanto-route-22-area
32,nidoran-m,kanto-safari-zone-middle
32,nidoran-m,kanto-safari-zone-area-1-east
32,nidoran-m,kanto-safari-zone-area-2-north
32,nidoran-m,kanto-safari-zone-area-3-west
33,nidorino,valor-lakefront-area
33,nidorino,sinnoh-route-221-area
33,nidorino,kanto-route-9-area
33,nidorino,kanto-route-13-area
33,nidorino,kanto-route-14-area
33,nidorino,kanto-route-15-area
33,nidorino,kanto-route-23-area
33,nidorino,kanto-safari-zone-middle
33,nidorino,kanto-safari-zone-area-1-east
33,nidorino,kanto-safari-zone-area-2-north
33,nidorino,kanto-safari-zone-area-3-west
33,nidorino,kalos-route-11-area
33,nidorino,johto-safari-zone-zone-savannah
34,nidoking,Desconhecido
35,clefairy,mt-coronet-1f-route-207
35,clefairy,mt-coronet-2f
35,clefairy,mt-coronet-3f
35,clefairy,mt-coronet-exterior-snowfall
35,clefairy,mt-coronet-exterior-blizzard
35,clefairy,mt-coronet-4f
35,clefairy,mt-coronet-4f-small-room
35,clefairy,mt-coronet-5f
35,clefairy,mt-coronet-6f
35,clefairy,mt-coronet-1f-from-exterior
35,clefairy,mt-coronet-1f-route-216
35,clefairy,mt-coronet-b1f
35,clefairy,mt-moon-1f
35,clefairy,mt-moon-2f
35,clefairy,kanto-route-3-area
35,clefairy,kanto-route-4-area
35,clefairy,mt-moon-b1f
35,clefairy,mt-moon-b2f
35,clefairy,giant-chasm-outside
35,clefairy,giant-chasm-area
35,clefairy,giant-chasm-forest
35,clefairy,giant-chasm-forest-cave
35,clefairy,johto-safari-zone-zone-meadow
35,clefairy,mount-hokulani-main
35,clefairy,mount-hokulani-east
35,clefairy,mount-hokulani-west
36,clefable,giant-chasm-outside
36,clefable,giant-chasm-forest
36,clefable,giant-chasm-forest-cave
37,vulpix,sinnoh-route-209-area
37,vulpix,sinnoh-route-214-area
37,vulpix,johto-route-36-area
37,vulpix,johto-route-37-area
37,vulpix,johto-route-48-area
37,vulpix,kanto-route-7-area
37,vulpix,kanto-route-8-area
37,vulpix,pokemon-mansion-1f
37,vulpix,pokemon-mansion-2f
37,vulpix,pokemon-mansion-3f
37,vulpix,pokemon-mansion-b1f
37,vulpix,mt-pyre-outside
37,vulpix,abundant-shrine-area
38,ninetales,abundant-shrine-area
39,jigglypuff,johto-route-34-area
39,jigglypuff,johto-route-35-area
39,jigglypuff,johto-route-46-area
39,jigglypuff,kanto-route-3-area
39,jigglypuff,kanto-route-4-area
39,jigglypuff,kanto-route-5-area
39,jigglypuff,kanto-route-6-area
39,jigglypuff,kanto-route-7-area
39,jigglypuff,kanto-route-8-area
39,jigglypuff,hoenn-route-115-area
39,jigglypuff,dreamyard-area
39,jigglypuff,dreamyard-b1f
39,jigglypuff,unova-route-1-area
39,jigglypuff,unova-route-2-area
39,jigglypuff,unova-route-14-area
39,jigglypuff,kalos-route-20-area
39,jigglypuff,pokemon-village-area
39,jigglypuff,johto-safari-zone-zone-meadow
39,jigglypuff,johto-safari-zone-zone-swamp
39,jigglypuff,alola-route-4-area
39,jigglypuff,alola-route-6-north
39,jigglypuff,alola-route-6-south
40,wigglytuff,cerulean-cave-2f
40,wigglytuff,dreamyard-area
40,wigglytuff,unova-route-1-area
40,wigglytuff,unova-route-2-area
40,wigglytuff,unova-route-14-area
41,zubat,oreburgh-mine-1f
41,zubat,oreburgh-mine-b1f
41,zubat,mt-coronet-1f-route-207
41,zubat,mt-coronet-4f
41,zubat,mt-coronet-1f-route-211
41,zubat,mt-coronet-b1f
41,zubat,ravaged-path-area
41,zubat,oreburgh-gate-1f
41,zubat,oreburgh-gate-b1f
41,zubat,wayward-cave-1f
41,zubat,wayward-cave-b1f
41,zubat,iron-island-1f
41,zubat,acuity-lakefront-area
41,zubat,sinnoh-route-203-area
41,zubat,sinnoh-route-204-south-towards-jubilife-city
41,zubat,sinnoh-route-204-north-towards-floaroma-town
41,zubat,sinnoh-route-206-area
41,zubat,sinnoh-route-207-area
41,zubat,sinnoh-route-208-area
41,zubat,sinnoh-route-209-area
41,zubat,lost-tower-1f
41,zubat,lost-tower-2f
41,zubat,lost-tower-3f
41,zubat,lost-tower-4f
41,zubat,lost-tower-5f
41,zubat,sinnoh-route-211-west-towards-eterna-city
41,zubat,sinnoh-route-211-east-towards-celestic-town
41,zubat,sinnoh-route-214-area
41,zubat,sinnoh-route-216-area
41,zubat,sinnoh-route-217-area
41,zubat,johto-route-30-area
41,zubat,johto-route-31-area
41,zubat,johto-route-32-area
41,zubat,union-cave-1f
41,zubat,union-cave-b1f
41,zubat,union-cave-b2f
41,zubat,johto-route-33-area
41,zubat,slowpoke-well-1f
41,zubat,slowpoke-well-b1f
41,zubat,ilex-forest-area
41,zubat,burned-tower-1f
41,zubat,burned-tower-b1f
41,zubat,whirl-islands-1f
41,zubat,whirl-islands-b1f
41,zubat,whirl-islands-b2f
41,zubat,whirl-islands-b3f
41,zubat,johto-route-42-area
41,zubat,mt-mortar-1f
41,zubat,mt-mortar-lower-cave
41,zubat,mt-mortar-b1f
41,zubat,ice-path-1f
41,zubat,ice-path-b1f
41,zubat,ice-path-b2f
41,zubat,ice-path-b3f
41,zubat,dark-cave-violet-city-entrance
41,zubat,dark-cave-blackthorn-city-entrance
41,zubat,seafoam-islands-1f
41,zubat,seafoam-islands-b1f
41,zubat,seafoam-islands-b2f
41,zubat,seafoam-islands-b3f
41,zubat,seafoam-islands-b4f
41,zubat,johto-route-47-inside-cave
41,zubat,mt-moon-1f
41,zubat,mt-moon-2f
41,zubat,rock-tunnel-1f
41,zubat,rock-tunnel-b1f
41,zubat,kanto-route-3-area
41,zubat,kanto-route-4-area
41,zubat,kanto-route-9-area
41,zubat,kanto-route-10-area
41,zubat,tohjo-falls-area
41,zubat,mt-moon-b1f
41,zubat,mt-moon-b2f
41,zubat,rock-tunnel-b2f
41,zubat,kanto-victory-road-2-1f
41,zubat,kanto-victory-road-2-2f
41,zubat,kanto-victory-road-2-3f
41,zubat,meteor-falls-area
41,zubat,granite-cave-1f
41,zubat,granite-cave-b1f
41,zubat,granite-cave-b2f
41,zubat,granite-cave-1fsmall-room
41,zubat,seafloor-cavern-area
41,zubat,cave-of-origin-entrance
41,zubat,cave-of-origin-1f
41,zubat,cave-of-origin-b1f
41,zubat,cave-of-origin-b2f
41,zubat,cave-of-origin-b3f
41,zubat,hoenn-victory-road-1f
41,zubat,shoal-cave-area
41,zubat,shoal-cave-b1f
41,zubat,hoenn-altering-cave-a
41,zubat,icefall-cave-entrance
41,zubat,icefall-cave-1f
41,zubat,icefall-cave-b1f
41,zubat,icefall-cave-waterfall
41,zubat,lost-cave-room-1
41,zubat,lost-cave-room-2
41,zubat,lost-cave-room-3
41,zubat,lost-cave-room-4
41,zubat,lost-cave-room-5
41,zubat,lost-cave-room-6
41,zubat,lost-cave-room-7
41,zubat,lost-cave-room-8
41,zubat,lost-cave-room-9
41,zubat,lost-cave-room-10
41,zubat,lost-cave-item-rooms
41,zubat,kanto-altering-cave-a
41,zubat,castelia-sewers-area
41,zubat,castelia-sewers-unknown-area-38
41,zubat,connecting-cave-area
41,zubat,johto-safari-zone-zone-mountain
41,zubat,johto-safari-zone-zone-rocky-beach
41,zubat,johto-safari-zone-zone-savannah
41,zubat,digletts-tunnel-area
41,zubat,hauoli-cemetery-area
41,zubat,lush-jungle-east-cave
41,zubat,memorial-hill-area
41,zubat,sandy-cave-area
41,zubat,seaward-cave-area
41,zubat,ten-carat-hill-inside
41,zubat,verdant-cavern-trial-site
41,zubat,poke-pelago-poni-island-reached
41,zubat,poke-pelago-ulaula-island-reached
41,zubat,poke-pelago-elite-four-defeated
42,golbat,mt-coronet-1f-route-207
42,golbat,mt-coronet-2f
42,golbat,mt-coronet-3f
42,golbat,mt-coronet-exterior-snowfall
42,golbat,mt-coronet-exterior-blizzard
42,golbat,mt-coronet-4f
42,golbat,mt-coronet-4f-small-room
42,golbat,mt-coronet-5f
42,golbat,mt-coronet-6f
42,golbat,mt-coronet-1f-from-exterior
